store_id,item_id,.model,date,sales,.mean,
TX_2,FOODS_1_003,bu,02.05.16,N(0.34, 0.46),0.336240825
TX_2,FOODS_1_003,bu,03.05.16,N(0.34, 0.46),0.336240825
TX_2,FOODS_1_003,bu,04.05.16,N(0.34, 0.46),0.336240825
TX_2,FOODS_1_003,bu,05.05.16,N(0.34, 0.46),0.336240825
TX_2,FOODS_1_003,bu,06.05.16,N(0.34, 0.46),0.336240825
TX_2,FOODS_1_003,bu,07.05.16,N(0.34, 0.46),0.336240825
TX_2,FOODS_1_003,bu,08.05.16,N(0.34, 0.46),0.336240825
TX_2,FOODS_1_003,bu,09.05.16,N(0.34, 0.46),0.336240825
TX_2,FOODS_1_003,bu,10.05.16,N(0.34, 0.46),0.336240825
TX_2,FOODS_1_003,bu,11.05.16,N(0.34, 0.46),0.336240825
TX_2,FOODS_1_003,bu,12.05.16,N(0.34, 0.46),0.336240825
TX_2,FOODS_1_003,bu,13.05.16,N(0.34, 0.46),0.336240825
TX_2,FOODS_1_003,bu,14.05.16,N(0.34, 0.46),0.336240825
TX_2,FOODS_1_003,bu,15.05.16,N(0.34, 0.46),0.336240825
TX_2,FOODS_1_003,bu,16.05.16,N(0.34, 0.46),0.336240825
TX_2,FOODS_1_003,bu,17.05.16,N(0.34, 0.46),0.336240825
TX_2,FOODS_1_003,bu,18.05.16,N(0.34, 0.46),0.336240825
TX_2,FOODS_1_003,bu,19.05.16,N(0.34, 0.46),0.336240825
TX_2,FOODS_1_003,bu,20.05.16,N(0.34, 0.46),0.336240825
TX_2,FOODS_1_003,bu,21.05.16,N(0.34, 0.46),0.336240825
TX_2,FOODS_1_003,bu,22.05.16,N(0.34, 0.46),0.336240825
TX_2,FOODS_1_003,bu,23.05.16,N(0.34, 0.46),0.336240825
TX_2,FOODS_1_004,bu,26.04.16,N(-0.55, 12),-0.553769377
TX_2,FOODS_1_004,bu,27.04.16,N(-0.9, 13),-0.899786934
TX_2,FOODS_1_004,bu,28.04.16,N(-0.46, 14),-0.456877498
TX_2,FOODS_1_004,bu,29.04.16,N(-0.056, 15),-0.056177899
TX_2,FOODS_1_004,bu,30.04.16,N(0.28, 16),0.277457372
TX_2,FOODS_1_004,bu,01.05.16,N(0.1, 17),0.09990028
TX_2,FOODS_1_004,bu,02.05.16,N(0.22, 18),0.216232512
TX_2,FOODS_1_004,bu,03.05.16,N(-0.55, 19),-0.553769377
TX_2,FOODS_1_004,bu,04.05.16,N(-0.9, 19),-0.899786934
TX_2,FOODS_1_004,bu,05.05.16,N(-0.46, 20),-0.456877498
TX_2,FOODS_1_004,bu,06.05.16,N(-0.056, 21),-0.056177899
TX_2,FOODS_1_004,bu,07.05.16,N(0.28, 22),0.277457372
TX_2,FOODS_1_004,bu,08.05.16,N(0.1, 23),0.09990028
TX_2,FOODS_1_004,bu,09.05.16,N(0.22, 24),0.216232512
TX_2,FOODS_1_004,bu,10.05.16,N(-0.55, 25),-0.553769377
TX_2,FOODS_1_004,bu,11.05.16,N(-0.9, 25),-0.899786934
TX_2,FOODS_1_004,bu,12.05.16,N(-0.46, 26),-0.456877498
TX_2,FOODS_1_004,bu,13.05.16,N(-0.056, 27),-0.056177899
TX_2,FOODS_1_004,bu,14.05.16,N(0.28, 28),0.277457372
TX_2,FOODS_1_004,bu,15.05.16,N(0.1, 29),0.09990028
TX_2,FOODS_1_004,bu,16.05.16,N(0.22, 30),0.216232512
TX_2,FOODS_1_004,bu,17.05.16,N(-0.55, 31),-0.553769377
TX_2,FOODS_1_004,bu,18.05.16,N(-0.9, 31),-0.899786934
TX_2,FOODS_1_004,bu,19.05.16,N(-0.46, 32),-0.456877498
TX_2,FOODS_1_004,bu,20.05.16,N(-0.056, 33),-0.056177899
TX_2,FOODS_1_004,bu,21.05.16,N(0.28, 34),0.277457372
TX_2,FOODS_1_004,bu,22.05.16,N(0.1, 35),0.09990028
TX_2,FOODS_1_004,bu,23.05.16,N(0.22, 36),0.216232512
TX_2,FOODS_1_005,bu,26.04.16,N(1.2, 4.3),1.224869882
TX_2,FOODS_1_005,bu,27.04.16,N(1.2, 4.4),1.224897623
TX_2,FOODS_1_005,bu,28.04.16,N(1.2, 4.4),1.224923734
TX_2,FOODS_1_005,bu,29.04.16,N(1.2, 4.4),1.224948311
TX_2,FOODS_1_005,bu,30.04.16,N(1.2, 4.4),1.224971443
TX_2,FOODS_1_005,bu,01.05.16,N(1.2, 4.4),1.224993216
TX_2,FOODS_1_005,bu,02.05.16,N(1.2, 4.4),1.225013709
TX_2,FOODS_1_005,bu,03.05.16,N(1.2, 4.4),1.225032998
TX_2,FOODS_1_005,bu,04.05.16,N(1.2, 4.4),1.225051154
TX_2,FOODS_1_005,bu,05.05.16,N(1.2, 4.5),1.225068243
TX_2,FOODS_1_005,bu,06.05.16,N(1.2, 4.5),1.225084327
TX_2,FOODS_1_005,bu,07.05.16,N(1.2, 4.5),1.225099467
TX_2,FOODS_1_005,bu,08.05.16,N(1.2, 4.5),1.225113716
TX_2,FOODS_1_005,bu,09.05.16,N(1.2, 4.5),1.225127129
TX_2,FOODS_1_005,bu,10.05.16,N(1.2, 4.5),1.225139753
TX_2,FOODS_1_005,bu,11.05.16,N(1.2, 4.5),1.225151635
TX_2,FOODS_1_005,bu,12.05.16,N(1.2, 4.6),1.225162819
TX_2,FOODS_1_005,bu,13.05.16,N(1.2, 4.6),1.225173346
TX_2,FOODS_1_005,bu,14.05.16,N(1.2, 4.6),1.225183254
TX_2,FOODS_1_005,bu,15.05.16,N(1.2, 4.6),1.22519258
TX_2,FOODS_1_005,bu,16.05.16,N(1.2, 4.6),1.225201358
TX_2,FOODS_1_005,bu,17.05.16,N(1.2, 4.6),1.22520962
TX_2,FOODS_1_005,bu,18.05.16,N(1.2, 4.6),1.225217396
TX_2,FOODS_1_005,bu,19.05.16,N(1.2, 4.6),1.225224716
TX_2,FOODS_1_005,bu,20.05.16,N(1.2, 4.7),1.225231605
TX_2,FOODS_1_005,bu,21.05.16,N(1.2, 4.7),1.22523809
TX_2,FOODS_1_005,bu,22.05.16,N(1.2, 4.7),1.225244194
TX_2,FOODS_1_005,bu,23.05.16,N(1.2, 4.7),1.225249938
TX_2,FOODS_1_006,bu,26.04.16,N(0.58, 1),0.578573225
TX_2,FOODS_1_006,bu,27.04.16,N(0.58, 1),0.578573225
TX_2,FOODS_1_006,bu,28.04.16,N(0.58, 1),0.578573225
TX_2,FOODS_1_006,bu,29.04.16,N(0.58, 1),0.578573225
TX_2,FOODS_1_006,bu,30.04.16,N(0.58, 1),0.578573225
TX_2,FOODS_1_006,bu,01.05.16,N(0.58, 1),0.578573225
TX_2,FOODS_1_006,bu,02.05.16,N(0.58, 1),0.578573225
TX_2,FOODS_1_006,bu,03.05.16,N(0.58, 1),0.578573225
TX_2,FOODS_1_006,bu,04.05.16,N(0.58, 1),0.578573225
TX_2,FOODS_1_006,bu,05.05.16,N(0.58, 1),0.578573225
TX_2,FOODS_1_006,bu,06.05.16,N(0.58, 1),0.578573225
TX_2,FOODS_1_006,bu,07.05.16,N(0.58, 1),0.578573225
TX_2,FOODS_1_006,bu,08.05.16,N(0.58, 1),0.578573225
TX_2,FOODS_1_006,bu,09.05.16,N(0.58, 1),0.578573225
TX_2,FOODS_1_006,bu,10.05.16,N(0.58, 1),0.578573225
TX_2,FOODS_1_006,bu,11.05.16,N(0.58, 1),0.578573225
TX_2,FOODS_1_006,bu,12.05.16,N(0.58, 1),0.578573225
TX_2,FOODS_1_006,bu,13.05.16,N(0.58, 1),0.578573225
TX_2,FOODS_1_006,bu,14.05.16,N(0.58, 1),0.578573225
TX_2,FOODS_1_006,bu,15.05.16,N(0.58, 1),0.578573225
TX_2,FOODS_1_006,bu,16.05.16,N(0.58, 1),0.578573225
TX_2,FOODS_1_006,bu,17.05.16,N(0.58, 1),0.578573225
TX_2,FOODS_1_006,bu,18.05.16,N(0.58, 1),0.578573225
TX_2,FOODS_1_006,bu,19.05.16,N(0.58, 1),0.578573225
TX_2,FOODS_1_006,bu,20.05.16,N(0.58, 1),0.578573225
TX_2,FOODS_1_006,bu,21.05.16,N(0.58, 1),0.578573225
TX_2,FOODS_1_006,bu,22.05.16,N(0.58, 1),0.578573225
TX_2,FOODS_1_006,bu,23.05.16,N(0.58, 1),0.578573225
TX_2,FOODS_1_008,bu,26.04.16,N(0.2, 0.56),0.201427801
TX_2,FOODS_1_008,bu,27.04.16,N(0.2, 0.56),0.201427801
TX_2,FOODS_1_008,bu,28.04.16,N(0.2, 0.56),0.201427801
TX_2,FOODS_1_008,bu,29.04.16,N(0.2, 0.56),0.201427801
TX_2,FOODS_1_008,bu,30.04.16,N(0.2, 0.56),0.201427801
TX_2,FOODS_1_008,bu,01.05.16,N(0.2, 0.56),0.201427801
TX_2,FOODS_1_008,bu,02.05.16,N(0.2, 0.56),0.201427801
TX_2,FOODS_1_008,bu,03.05.16,N(0.2, 0.56),0.201427801
TX_2,FOODS_1_008,bu,04.05.16,N(0.2, 0.56),0.201427801
TX_2,FOODS_1_008,bu,05.05.16,N(0.2, 0.56),0.201427801
TX_2,FOODS_1_008,bu,06.05.16,N(0.2, 0.56),0.201427801
TX_2,FOODS_1_008,bu,07.05.16,N(0.2, 0.56),0.201427801
TX_2,FOODS_1_008,bu,08.05.16,N(0.2, 0.56),0.201427801
TX_2,FOODS_1_008,bu,09.05.16,N(0.2, 0.56),0.201427801
TX_2,FOODS_1_008,bu,10.05.16,N(0.2, 0.56),0.201427801
TX_2,FOODS_1_008,bu,11.05.16,N(0.2, 0.56),0.201427801
TX_2,FOODS_1_008,bu,12.05.16,N(0.2, 0.56),0.201427801
TX_2,FOODS_1_008,bu,13.05.16,N(0.2, 0.56),0.201427801
TX_2,FOODS_1_008,bu,14.05.16,N(0.2, 0.56),0.201427801
TX_2,FOODS_1_008,bu,15.05.16,N(0.2, 0.56),0.201427801
TX_2,FOODS_1_008,bu,16.05.16,N(0.2, 0.56),0.201427801
TX_2,FOODS_1_008,bu,17.05.16,N(0.2, 0.56),0.201427801
TX_2,FOODS_1_008,bu,18.05.16,N(0.2, 0.56),0.201427801
TX_2,FOODS_1_008,bu,19.05.16,N(0.2, 0.56),0.201427801
TX_2,FOODS_1_008,bu,20.05.16,N(0.2, 0.56),0.201427801
TX_2,FOODS_1_008,bu,21.05.16,N(0.2, 0.56),0.201427801
TX_2,FOODS_1_008,bu,22.05.16,N(0.2, 0.56),0.201427801
TX_2,FOODS_1_008,bu,23.05.16,N(0.2, 0.56),0.201427801
TX_2,FOODS_1_009,bu,26.04.16,N(0.0023, 0.58),0.00231184
TX_2,FOODS_1_009,bu,27.04.16,N(0.0023, 0.58),0.00231184
TX_2,FOODS_1_009,bu,28.04.16,N(0.0023, 0.58),0.00231184
TX_2,FOODS_1_009,bu,29.04.16,N(0.0023, 0.58),0.00231184
TX_2,FOODS_1_009,bu,30.04.16,N(0.0023, 0.58),0.00231184
TX_2,FOODS_1_009,bu,01.05.16,N(0.0023, 0.58),0.00231184
TX_2,FOODS_1_009,bu,02.05.16,N(0.0023, 0.59),0.00231184
TX_2,FOODS_1_009,bu,03.05.16,N(0.0023, 0.59),0.00231184
TX_2,FOODS_1_009,bu,04.05.16,N(0.0023, 0.59),0.00231184
TX_2,FOODS_1_009,bu,05.05.16,N(0.0023, 0.59),0.00231184
TX_2,FOODS_1_009,bu,06.05.16,N(0.0023, 0.59),0.00231184
TX_2,FOODS_1_009,bu,07.05.16,N(0.0023, 0.59),0.00231184
TX_2,FOODS_1_009,bu,08.05.16,N(0.0023, 0.59),0.00231184
TX_2,FOODS_1_009,bu,09.05.16,N(0.0023, 0.6),0.00231184
TX_2,FOODS_1_009,bu,10.05.16,N(0.0023, 0.6),0.00231184
TX_2,FOODS_1_009,bu,11.05.16,N(0.0023, 0.6),0.00231184
TX_2,FOODS_1_009,bu,12.05.16,N(0.0023, 0.6),0.00231184
TX_2,FOODS_1_009,bu,13.05.16,N(0.0023, 0.6),0.00231184
TX_2,FOODS_1_009,bu,14.05.16,N(0.0023, 0.6),0.00231184
TX_2,FOODS_1_009,bu,15.05.16,N(0.0023, 0.6),0.00231184
TX_2,FOODS_1_009,bu,16.05.16,N(0.0023, 0.61),0.00231184
TX_2,FOODS_1_009,bu,17.05.16,N(0.0023, 0.61),0.00231184
TX_2,FOODS_1_009,bu,18.05.16,N(0.0023, 0.61),0.00231184
TX_2,FOODS_1_009,bu,19.05.16,N(0.0023, 0.61),0.00231184
TX_2,FOODS_1_009,bu,20.05.16,N(0.0023, 0.61),0.00231184
TX_2,FOODS_1_009,bu,21.05.16,N(0.0023, 0.61),0.00231184
TX_2,FOODS_1_009,bu,22.05.16,N(0.0023, 0.61),0.00231184
TX_2,FOODS_1_009,bu,23.05.16,N(0.0023, 0.62),0.00231184
TX_2,FOODS_1_010,bu,26.04.16,N(0.53, 0.76),0.525376347
TX_2,FOODS_1_010,bu,27.04.16,N(0.53, 0.76),0.525376347
TX_2,FOODS_1_010,bu,28.04.16,N(0.53, 0.76),0.525376347
TX_2,FOODS_1_010,bu,29.04.16,N(0.53, 0.76),0.525376347
TX_2,FOODS_1_010,bu,30.04.16,N(0.53, 0.77),0.525376347
TX_2,FOODS_1_010,bu,01.05.16,N(0.53, 0.77),0.525376347
TX_2,FOODS_1_010,bu,02.05.16,N(0.53, 0.77),0.525376347
TX_2,FOODS_1_010,bu,03.05.16,N(0.53, 0.77),0.525376347
TX_2,FOODS_1_010,bu,04.05.16,N(0.53, 0.77),0.525376347
TX_2,FOODS_1_010,bu,05.05.16,N(0.53, 0.77),0.525376347
TX_2,FOODS_1_010,bu,06.05.16,N(0.53, 0.77),0.525376347
TX_2,FOODS_1_010,bu,07.05.16,N(0.53, 0.77),0.525376347
TX_2,FOODS_1_010,bu,08.05.16,N(0.53, 0.78),0.525376347
TX_2,FOODS_1_010,bu,09.05.16,N(0.53, 0.78),0.525376347
TX_2,FOODS_1_010,bu,10.05.16,N(0.53, 0.78),0.525376347
TX_2,FOODS_1_010,bu,11.05.16,N(0.53, 0.78),0.525376347
TX_2,FOODS_1_010,bu,12.05.16,N(0.53, 0.78),0.525376347
TX_2,FOODS_1_010,bu,13.05.16,N(0.53, 0.78),0.525376347
TX_2,FOODS_1_010,bu,14.05.16,N(0.53, 0.78),0.525376347
TX_2,FOODS_1_010,bu,15.05.16,N(0.53, 0.78),0.525376347
TX_2,FOODS_1_010,bu,16.05.16,N(0.53, 0.79),0.525376347
TX_2,FOODS_1_010,bu,17.05.16,N(0.53, 0.79),0.525376347
TX_2,FOODS_1_010,bu,18.05.16,N(0.53, 0.79),0.525376347
TX_2,FOODS_1_010,bu,19.05.16,N(0.53, 0.79),0.525376347
TX_2,FOODS_1_010,bu,20.05.16,N(0.53, 0.79),0.525376347
TX_2,FOODS_1_010,bu,21.05.16,N(0.53, 0.79),0.525376347
TX_2,FOODS_1_010,bu,22.05.16,N(0.53, 0.79),0.525376347
TX_2,FOODS_1_010,bu,23.05.16,N(0.53, 0.79),0.525376347
TX_2,FOODS_1_011,bu,26.04.16,N(0.33, 0.64),0.333596003
TX_2,FOODS_1_011,bu,27.04.16,N(0.18, 0.64),0.182914379
TX_2,FOODS_1_011,bu,28.04.16,N(0.2, 0.64),0.203615283
TX_2,FOODS_1_011,bu,29.04.16,N(0.24, 0.64),0.238852521
TX_2,FOODS_1_011,bu,30.04.16,N(0.54, 0.64),0.539267081
TX_2,FOODS_1_011,bu,01.05.16,N(0.31, 0.64),0.313749469
TX_2,FOODS_1_011,bu,02.05.16,N(0.25, 0.64),0.252099863
TX_2,FOODS_1_011,bu,03.05.16,N(0.33, 0.64),0.333596003
TX_2,FOODS_1_011,bu,04.05.16,N(0.18, 0.64),0.182914379
TX_2,FOODS_1_011,bu,05.05.16,N(0.2, 0.65),0.203615283
TX_2,FOODS_1_011,bu,06.05.16,N(0.24, 0.65),0.238852521
TX_2,FOODS_1_011,bu,07.05.16,N(0.54, 0.65),0.539267081
TX_2,FOODS_1_011,bu,08.05.16,N(0.31, 0.65),0.313749469
TX_2,FOODS_1_011,bu,09.05.16,N(0.25, 0.65),0.252099863
TX_2,FOODS_1_011,bu,10.05.16,N(0.33, 0.65),0.333596003
TX_2,FOODS_1_011,bu,11.05.16,N(0.18, 0.65),0.182914379
TX_2,FOODS_1_011,bu,12.05.16,N(0.2, 0.65),0.203615283
TX_2,FOODS_1_011,bu,13.05.16,N(0.24, 0.65),0.238852521
TX_2,FOODS_1_011,bu,14.05.16,N(0.54, 0.65),0.539267081
TX_2,FOODS_1_011,bu,15.05.16,N(0.31, 0.66),0.313749469
TX_2,FOODS_1_011,bu,16.05.16,N(0.25, 0.66),0.252099863
TX_2,FOODS_1_011,bu,17.05.16,N(0.33, 0.66),0.333596003
TX_2,FOODS_1_011,bu,18.05.16,N(0.18, 0.66),0.182914379
TX_2,FOODS_1_011,bu,19.05.16,N(0.2, 0.66),0.203615283
TX_2,FOODS_1_011,bu,20.05.16,N(0.24, 0.66),0.238852521
TX_2,FOODS_1_011,bu,21.05.16,N(0.54, 0.66),0.539267081
TX_2,FOODS_1_011,bu,22.05.16,N(0.31, 0.66),0.313749469
TX_2,FOODS_1_011,bu,23.05.16,N(0.25, 0.66),0.252099863
TX_2,FOODS_1_012,bu,26.04.16,N(10, 15),10.13189582
TX_2,FOODS_1_012,bu,27.04.16,N(10, 15),10.13189582
TX_2,FOODS_1_012,bu,28.04.16,N(10, 15),10.13189582
TX_2,FOODS_1_012,bu,29.04.16,N(10, 15),10.13189582
TX_2,FOODS_1_012,bu,30.04.16,N(10, 15),10.13189582
TX_2,FOODS_1_012,bu,01.05.16,N(10, 15),10.13189582
TX_2,FOODS_1_012,bu,02.05.16,N(10, 15),10.13189582
TX_2,FOODS_1_012,bu,03.05.16,N(10, 15),10.13189582
TX_2,FOODS_1_012,bu,04.05.16,N(10, 15),10.13189582
TX_2,FOODS_1_012,bu,05.05.16,N(10, 15),10.13189582
TX_2,FOODS_1_012,bu,06.05.16,N(10, 15),10.13189582
TX_2,FOODS_1_012,bu,07.05.16,N(10, 15),10.13189582
TX_2,FOODS_1_012,bu,08.05.16,N(10, 15),10.13189582
TX_2,FOODS_1_012,bu,09.05.16,N(10, 15),10.13189582
TX_2,FOODS_1_012,bu,10.05.16,N(10, 15),10.13189582
TX_2,FOODS_1_012,bu,11.05.16,N(10, 15),10.13189582
TX_2,FOODS_1_012,bu,12.05.16,N(10, 15),10.13189582
TX_2,FOODS_1_012,bu,13.05.16,N(10, 15),10.13189582
TX_2,FOODS_1_012,bu,14.05.16,N(10, 15),10.13189582
TX_2,FOODS_1_012,bu,15.05.16,N(10, 15),10.13189582
TX_2,FOODS_1_012,bu,16.05.16,N(10, 15),10.13189582
TX_2,FOODS_1_012,bu,17.05.16,N(10, 16),10.13189582
TX_2,FOODS_1_012,bu,18.05.16,N(10, 16),10.13189582
TX_2,FOODS_1_012,bu,19.05.16,N(10, 16),10.13189582
TX_2,FOODS_1_012,bu,20.05.16,N(10, 16),10.13189582
TX_2,FOODS_1_012,bu,21.05.16,N(10, 16),10.13189582
TX_2,FOODS_1_012,bu,22.05.16,N(10, 16),10.13189582
TX_2,FOODS_1_012,bu,23.05.16,N(10, 16),10.13189582
TX_2,FOODS_1_013,bu,26.04.16,N(0.8, 4.7),0.801898676
TX_2,FOODS_1_013,bu,27.04.16,N(0.8, 4.7),0.801898676
TX_2,FOODS_1_013,bu,28.04.16,N(0.8, 4.7),0.801898676
TX_2,FOODS_1_013,bu,29.04.16,N(0.8, 4.7),0.801898676
TX_2,FOODS_1_013,bu,30.04.16,N(0.8, 4.7),0.801898676
TX_2,FOODS_1_013,bu,01.05.16,N(0.8, 4.7),0.801898676
TX_2,FOODS_1_013,bu,02.05.16,N(0.8, 4.7),0.801898676
TX_2,FOODS_1_013,bu,03.05.16,N(0.8, 4.7),0.801898676
TX_2,FOODS_1_013,bu,04.05.16,N(0.8, 4.7),0.801898676
TX_2,FOODS_1_013,bu,05.05.16,N(0.8, 4.7),0.801898676
TX_2,FOODS_1_013,bu,06.05.16,N(0.8, 4.7),0.801898676
TX_2,FOODS_1_013,bu,07.05.16,N(0.8, 4.7),0.801898676
TX_2,FOODS_1_013,bu,08.05.16,N(0.8, 4.7),0.801898676
TX_2,FOODS_1_013,bu,09.05.16,N(0.8, 4.7),0.801898676
TX_2,FOODS_1_013,bu,10.05.16,N(0.8, 4.7),0.801898676
TX_2,FOODS_1_013,bu,11.05.16,N(0.8, 4.7),0.801898676
TX_2,FOODS_1_013,bu,12.05.16,N(0.8, 4.7),0.801898676
TX_2,FOODS_1_013,bu,13.05.16,N(0.8, 4.7),0.801898676
TX_2,FOODS_1_013,bu,14.05.16,N(0.8, 4.7),0.801898676
TX_2,FOODS_1_013,bu,15.05.16,N(0.8, 4.7),0.801898676
TX_2,FOODS_1_013,bu,16.05.16,N(0.8, 4.7),0.801898676
TX_2,FOODS_1_013,bu,17.05.16,N(0.8, 4.7),0.801898676
TX_2,FOODS_1_013,bu,18.05.16,N(0.8, 4.7),0.801898676
TX_2,FOODS_1_013,bu,19.05.16,N(0.8, 4.7),0.801898676
TX_2,FOODS_1_013,bu,20.05.16,N(0.8, 4.7),0.801898676
TX_2,FOODS_1_013,bu,21.05.16,N(0.8, 4.7),0.801898676
TX_2,FOODS_1_013,bu,22.05.16,N(0.8, 4.7),0.801898676
TX_2,FOODS_1_013,bu,23.05.16,N(0.8, 4.7),0.801898676
TX_2,FOODS_1_014,bu,26.04.16,N(0.46, 1.7),0.458544304
TX_2,FOODS_1_014,bu,27.04.16,N(0.83, 1.7),0.831945046
TX_2,FOODS_1_014,bu,28.04.16,N(0.78, 1.7),0.778410892
TX_2,FOODS_1_014,bu,29.04.16,N(0.8, 1.7),0.800207462
TX_2,FOODS_1_014,bu,30.04.16,N(1, 1.7),1.049032608
TX_2,FOODS_1_014,bu,01.05.16,N(1.4, 1.7),1.446668334
TX_2,FOODS_1_014,bu,02.05.16,N(0.93, 1.7),0.932243677
TX_2,FOODS_1_014,bu,03.05.16,N(0.46, 1.7),0.458544304
TX_2,FOODS_1_014,bu,04.05.16,N(0.83, 1.7),0.831945046
TX_2,FOODS_1_014,bu,05.05.16,N(0.78, 1.7),0.778410892
TX_2,FOODS_1_014,bu,06.05.16,N(0.8, 1.7),0.800207462
TX_2,FOODS_1_014,bu,07.05.16,N(1, 1.7),1.049032608
TX_2,FOODS_1_014,bu,08.05.16,N(1.4, 1.7),1.446668334
TX_2,FOODS_1_014,bu,09.05.16,N(0.93, 1.7),0.932243677
TX_2,FOODS_1_014,bu,10.05.16,N(0.46, 1.7),0.458544304
TX_2,FOODS_1_014,bu,11.05.16,N(0.83, 1.7),0.831945046
